accCrosses,accLB,accThB,aerialsWon,age,assists,bigChanceCreated,blockShots,clearances,crosses,disp,dribbles,errorsSum,fatalError,finalThirdPass,finalThirdPassAcc,fouled,fouls,goals,interceptions,keyPasses,longBall,matchId,mins,offsideWon,offsides,passSucc,passes,penaltyScored,playerId,playerMainPosition,playerName,rate,redCards,seriousError,shots,shotsOT,teamId,teamName,thBall,totalTackles,unsTouches,yelCards
0,1,0,1,23,0,0,0,4,0,2,2,0,0,7,3,1,2,0,1,0,6,60322,90,0,0,65.79,38,0,3230,后腰,格巴明,7.25,0,0,0,0,14,埃弗顿,0,3,1,0
0,1,0,0,24,0,0,0,0,2,2,4,0,0,13,11,0,0,0,0,2,1,60314,45,0,0,84.0,25,0,7441,右边锋,尼古拉斯·佩佩,7.24,0,0,1,1,12,阿森纳,0,2,0,0
0,1,0,2,28,0,0,0,3,0,1,0,0,0,17,11,2,2,0,1,1,2,60317,84,0,0,79.07,43,0,25059,前腰,斯蒂佩尔曼,7.22,0,0,2,1,209,诺维奇,0,1,3,0
0,5,0,1,27,0,0,1,1,0,0,1,0,0,10,6,0,0,0,4,0,10,60315,90,3,0,82.76,58,0,11000,中后卫,刘易斯·邓克,7.2,0,0,1,0,263,布莱顿,0,2,0,0
4,2,0,2,35,0,0,1,2,9,0,1,0,0,10,10,0,1,0,1,1,2,60322,90,0,0,85.0,40,0,6143,左后卫,霍莱巴斯,7.2,0,0,0,0,207,沃特福德,0,5,0,1
0,5,0,5,32,0,0,1,6,0,0,1,0,0,6,1,0,0,0,3,0,10,60319,90,0,0,82.89,76,0,470,中后卫,斯科特·丹恩,7.19,0,0,0,0,19,水晶宫,0,0,0,0
2,0,0,1,30,0,0,0,0,4,2,0,0,0,10,4,0,0,1,0,1,1,60314,90,0,1,56.0,25,0,1818,中锋,奥巴梅扬,7.19,0,0,3,2,12,阿森纳,0,1,2,1
0,0,0,0,22,0,0,0,1,2,0,0,0,0,13,11,1,0,1,0,0,1,60318,76,0,0,90.48,21,0,20744,右边锋,哈里·威尔逊,7.19,0,0,5,2,208,伯恩茅斯,0,0,3,0
0,0,0,0,27,0,0,0,0,0,0,1,0,0,3,2,0,1,1,0,0,1,60321,26,0,0,75.0,4,0,503,中锋,丹尼·因斯,7.18,0,0,4,1,15,南安普顿,0,0,0,0
0,10,0,6,26,0,0,0,6,0,0,0,0,0,6,5,0,1,0,1,1,12,60320,90,1,0,90.91,88,0,458,中后卫,哈里·马奎尔,7.16,0,0,0,0,2,曼联,0,1,0,0
0,2,0,4,28,0,0,1,10,0,0,0,0,0,10,7,1,0,0,2,0,9,60321,90,1,0,78.69,61,0,1586,中后卫,马蒂普,7.16,0,0,1,0,13,利物浦,0,0,2,0
0,5,0,0,26,0,0,0,1,0,1,3,0,0,29,26,2,0,0,0,0,8,60317,90,0,0,90.29,103,0,1904,中场,莱特纳,7.15,0,0,0,0,209,诺维奇,0,2,0,0
0,2,0,0,31,0,0,2,7,0,1,1,0,0,3,1,1,1,0,2,0,7,60315,90,0,0,81.25,32,0,2121,中后卫,奥邦纳,7.11,0,0,0,0,16,西汉姆联,0,3,0,0
0,1,0,8,28,0,0,0,2,0,0,0,0,0,7,3,3,0,0,0,1,1,60319,90,0,0,61.9,21,0,184,中锋,本特克,7.11,0,0,1,1,19,水晶宫,0,2,1,0
1,1,0,4,22,0,0,0,2,2,0,1,0,0,16,11,1,3,0,3,1,5,60314,90,0,0,80.0,50,0,20652,右中场,奈尔斯,7.1,0,0,1,0,12,阿森纳,1,2,2,0
0,0,0,2,27,0,0,0,1,0,1,0,0,0,12,8,3,3,0,0,5,1,60318,90,0,1,70.59,17,0,6432,中锋,卡勒姆·威尔逊,7.1,0,0,1,0,208,伯恩茅斯,0,1,5,0
3,1,0,0,22,0,0,0,0,11,4,2,0,0,28,20,1,1,0,0,4,4,60317,90,0,0,82.76,58,0,6624,右边锋,布恩迪亚,7.08,0,0,1,0,209,诺维奇,1,1,2,0
2,1,0,6,30,0,0,0,3,4,0,0,0,0,11,6,2,1,0,0,2,3,60313,90,1,0,71.74,46,0,19,右后卫,阿斯皮利奎塔,7.08,0,0,0,0,1,切尔西,0,2,1,0
0,2,0,0,24,0,0,0,0,1,1,1,0,0,16,10,0,1,1,0,0,2,60315,85,0,0,69.23,26,0,16765,左边锋,特罗萨德,7.08,0,0,4,1,263,布莱顿,0,1,3,0
0,8,0,0,27,0,0,0,0,2,1,1,0,0,16,10,1,0,1,0,2,13,60317,90,0,0,82.69,52,0,127,中场,谢尔维,7.07,0,0,1,1,4,纽卡斯尔,1,0,1,0
0,0,0,4,32,0,1,0,2,0,0,0,0,0,8,7,0,0,0,0,3,0,60313,61,0,2,80.0,15,0,322,中锋,吉鲁,7.07,0,0,1,1,1,切尔西,0,0,1,0
1,5,0,1,24,0,0,0,0,2,4,2,0,0,24,16,5,0,0,0,2,7,60318,90,0,0,74.36,39,0,12292,中场,约翰·麦克金,7.06,0,0,6,3,7,阿斯顿维拉,0,0,1,0
0,2,0,6,31,0,0,0,4,0,0,0,0,0,9,7,0,3,0,1,1,3,60316,90,0,0,92.41,79,0,801,中后卫,奥塔门迪,7.05,0,0,2,1,11,曼城,0,0,0,0
1,3,0,1,29,0,0,0,1,3,1,3,0,0,22,21,0,0,0,0,2,5,60316,90,0,0,88.89,72,0,78,右后卫,凯尔·沃克,7.05,0,0,0,0,11,曼城,0,2,0,0
0,7,0,0,25,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,20,60322,90,0,0,59.38,32,0,6355,门将,皮克福德,7.05,0,0,0,0,14,埃弗顿,0,0,0,0
0,6,0,1,20,0,0,0,2,1,1,3,0,0,23,17,0,3,0,1,2,9,60314,90,0,0,87.3,63,0,26365,中场,乔·威洛克,7.05,0,0,1,0,12,阿森纳,1,1,2,0
0,1,0,6,27,0,0,0,5,0,1,0,0,0,2,1,1,1,0,1,0,3,60317,90,1,0,90.91,55,0,10309,中后卫,格兰特·汉利,7.04,0,0,1,0,209,诺维奇,0,1,1,0
0,7,0,0,24,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,13,60313,90,0,0,80.0,30,0,597,门将,凯帕,7.02,0,0,0,0,1,切尔西,0,1,1,0
0,8,0,4,29,0,0,3,2,0,0,0,0,0,12,5,1,1,0,1,0,13,60322,90,1,0,73.33,45,0,212,中后卫,克雷格·道森,7.01,0,0,1,0,207,沃特福德,0,1,0,0
2,4,0,0,24,1,0,0,0,7,2,0,0,0,27,22,2,0,0,0,6,5,60318,90,0,0,80.85,47,0,6157,前腰,格雷利什,7.01,0,0,2,0,7,阿斯顿维拉,0,2,0,0
0,0,0,4,27,0,0,1,0,2,3,1,0,0,18,14,1,2,1,0,0,0,60318,90,0,1,69.23,26,1,6429,影子前锋,约书亚·金,7.01,0,0,2,1,208,伯恩茅斯,0,2,1,0
0,2,0,1,23,0,0,2,8,0,0,2,0,0,1,0,1,1,0,0,0,5,60316,90,0,0,94.59,74,0,9676,中后卫,达文森·桑切斯,6.99,0,0,0,0,3,热刺,0,2,0,0
0,9,0,1,32,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,18,60313,90,0,0,73.53,34,0,243,门将,舒梅切尔,6.99,0,0,0,0,10,莱斯特城,0,0,0,0
0,5,0,4,30,0,0,0,6,0,0,1,0,0,8,5,0,0,0,0,0,9,60322,90,2,0,86.05,43,0,6365,中后卫,卡斯卡特,6.99,0,0,0,0,207,沃特福德,0,3,0,0
0,0,0,0,31,0,0,0,0,0,2,0,0,0,5,3,0,1,1,0,1,1,60316,66,0,0,80.0,10,0,294,中锋,阿圭罗,6.98,0,0,3,1,11,曼城,0,0,2,0
0,1,0,1,25,0,0,0,0,0,2,1,0,0,8,6,0,2,0,5,0,2,60320,90,0,0,86.67,30,0,905,左后卫,乔尼·卡斯特罗,6.97,0,0,1,1,269,狼队,0,1,0,0
1,4,0,5,26,0,0,1,5,2,0,0,0,0,10,4,0,2,0,3,1,11,60318,90,1,1,78.79,66,0,6413,中后卫,泰隆·明斯,6.95,0,0,0,0,7,阿斯顿维拉,0,1,0,0
0,1,0,0,28,0,0,0,1,1,1,4,0,0,6,5,0,1,0,0,0,1,60320,91,0,1,90.91,22,0,2078,中锋,劳尔·希门尼斯,6.95,0,0,2,0,269,狼队,0,1,5,0
4,2,0,1,19,0,0,0,1,8,0,2,0,0,4,3,2,2,0,0,1,2,60314,90,0,0,70.0,10,0,46259,左边锋,麦克尼尔,6.94,0,0,4,0,20,伯恩利,0,3,2,0
3,3,0,2,28,0,1,0,0,4,2,1,0,0,15,11,2,2,0,0,1,7,60315,90,0,1,79.25,53,0,792,右后卫,蒙托亚,6.93,0,0,0,0,263,布莱顿,0,4,5,0
1,0,0,0,23,0,0,0,0,4,0,3,0,0,8,6,2,1,0,1,1,1,60320,45,0,0,81.25,16,0,6352,右边锋,阿达马·特劳雷,6.93,0,0,1,0,269,狼队,0,0,2,0
0,1,0,3,23,0,0,1,5,0,1,1,0,0,3,2,1,1,0,2,0,5,60313,90,1,0,86.15,65,0,8981,中后卫,瑟因居,6.92,0,0,0,0,10,莱斯特城,0,1,0,0
0,4,0,1,30,0,0,0,3,1,3,4,0,0,12,4,0,1,0,0,0,8,60322,90,0,0,58.06,31,0,355,右后卫,科尔曼,6.92,0,0,1,0,14,埃弗顿,0,0,1,1
1,1,0,1,20,0,1,0,4,3,2,2,0,0,9,5,0,0,0,1,1,6,60321,90,0,1,67.74,31,0,55393,右后卫,扬·瓦莱里,6.91,0,0,1,0,15,南安普顿,0,3,0,0
0,1,0,2,30,0,0,0,1,0,1,2,0,0,6,6,2,1,0,4,0,1,60314,90,0,0,90.0,20,0,390,后腰,杰克·科克,6.91,0,0,2,1,20,伯恩利,0,1,2,0
1,1,0,4,24,0,0,0,1,2,0,0,0,0,22,18,1,0,0,1,2,3,60320,90,0,0,87.01,77,0,32,左后卫,卢克·肖,6.9,0,0,0,0,2,曼联,0,2,1,0
0,2,0,4,28,0,0,0,1,1,1,1,0,0,26,15,0,3,0,2,1,5,60315,90,0,0,78.46,65,0,3834,中场,普罗佩尔,6.9,0,0,1,1,263,布莱顿,0,2,1,0
0,3,0,2,32,0,0,0,4,0,0,0,0,0,4,2,0,0,0,0,0,11,60319,90,0,0,71.88,32,0,923,门将,瓜伊塔,6.89,0,0,0,0,19,水晶宫,0,0,0,0
2,1,0,0,21,1,0,0,0,4,0,0,0,0,16,13,2,0,0,0,1,3,60320,89,0,0,84.21,38,0,6274,中锋,拉什福德,6.89,0,0,2,0,2,曼联,0,1,1,0
0,0,0,2,26,0,0,1,4,0,0,0,0,0,2,0,1,3,0,1,0,2,60319,90,0,0,88.89,27,0,11164,中后卫,约翰·伊根,6.87,0,0,0,0,507,谢菲尔德联,0,0,0,0
0,4,0,1,26,0,0,0,2,2,0,2,0,0,12,10,1,0,0,1,1,4,60321,89,0,0,89.47,38,0,305,中场,张伯伦,6.87,0,0,2,0,13,利物浦,0,0,1,0
2,2,0,0,22,1,1,0,0,7,6,2,0,0,16,9,1,2,0,0,3,5,60313,90,0,1,66.67,36,0,6399,前腰,詹姆斯·麦迪逊,6.86,0,0,2,0,10,莱斯特城,3,1,2,0
0,5,0,1,21,0,0,1,2,0,2,2,1,1,11,8,3,1,1,1,1,6,60318,90,0,0,91.23,57,0,19710,中场,道格拉斯·路易斯,6.86,0,0,2,1,7,阿斯顿维拉,0,1,5,0
0,2,0,9,25,0,0,1,4,0,0,0,0,0,6,3,0,1,0,1,0,4,60318,90,0,0,88.52,61,0,16299,中后卫,恩格斯,6.86,0,0,1,0,7,阿斯顿维拉,0,0,0,0
0,3,0,1,29,0,0,0,4,0,0,0,0,0,10,7,1,1,0,2,0,4,60315,90,0,0,81.82,55,0,11007,中场,戴尔·史蒂芬斯,6.85,0,0,2,1,263,布莱顿,0,3,2,0
0,2,0,2,26,0,1,0,0,0,2,1,0,0,12,7,0,1,0,1,1,4,60322,90,0,0,65.0,40,0,2788,中场,杜库雷,6.85,0,0,1,0,207,沃特福德,0,6,2,0
0,3,0,2,24,0,0,0,3,0,0,1,0,0,5,3,0,0,0,2,0,3,60313,90,2,0,85.71,49,0,17,中后卫,祖马,6.84,0,0,2,1,1,切尔西,0,0,2,0
0,1,0,4,29,0,0,1,7,0,0,0,0,0,7,4,0,1,0,1,2,4,60314,90,2,0,73.08,26,0,497,中后卫,本·米,6.83,0,0,2,1,20,伯恩利,0,0,1,0
0,0,0,4,22,0,0,0,0,0,0,1,0,0,2,2,1,1,0,1,0,0,60322,72,0,0,36.36,11,0,20703,中锋,莱文,6.83,0,0,0,0,14,埃弗顿,0,2,3,0
0,0,0,4,22,0,0,0,0,0,0,1,0,0,2,2,1,1,0,1,0,0,60322,72,0,0,36.36,11,0,20703,中锋,莱文,6.83,0,0,0,0,14,埃弗顿,0,2,3,0
0,3,0,3,28,0,0,3,3,0,0,0,0,0,5,2,0,0,0,2,0,8,60321,90,0,0,84.52,84,0,6306,中后卫,范迪克,6.83,0,0,0,0,13,利物浦,0,0,0,0
0,5,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,60320,90,0,0,39.13,23,0,3269,门将,帕特里西奥,6.82,0,0,0,0,269,狼队,0,0,0,0
0,0,0,0,31,0,0,0,0,1,0,0,0,0,4,4,0,0,1,0,0,0,60315,83,0,1,84.62,13,0,55,中锋,埃尔南德斯,6.82,0,0,1,1,16,西汉姆联,0,0,1,0
0,1,0,3,22,0,1,0,1,0,2,2,0,0,9,6,1,1,0,0,1,1,60318,90,0,1,60.0,15,0,16312,中锋,韦斯利,6.82,0,0,2,1,7,阿斯顿维拉,0,0,0,0
0,0,0,2,24,0,0,1,6,0,0,0,0,0,1,0,0,1,0,3,0,1,60318,90,1,0,79.17,24,0,1531,中后卫,纳坦·阿克,6.81,0,0,1,0,208,伯恩茅斯,0,2,0,1
0,2,0,2,22,0,0,1,1,0,0,0,0,0,8,4,1,1,0,3,1,7,60315,90,0,0,80.0,45,0,7346,中后卫,伊萨·迪奥普,6.81,0,0,0,0,16,西汉姆联,0,3,2,0
0,1,0,0,28,0,0,0,0,1,2,2,0,0,9,9,2,0,0,1,0,2,60319,70,0,0,80.77,26,0,85,右边锋,汤森德,6.81,0,0,2,2,19,水晶宫,0,2,4,0
3,1,0,0,30,0,0,0,0,12,0,1,0,0,11,9,2,3,0,2,2,7,60317,90,0,0,81.08,37,0,6424,右中场,马特·里奇,6.81,0,0,3,1,4,纽卡斯尔,0,4,3,0
2,1,0,2,24,0,1,0,1,6,2,1,0,0,9,4,1,1,0,2,2,2,60321,90,0,0,53.85,26,0,380,中场,沃德·普劳斯,6.79,0,0,0,0,15,南安普顿,0,1,1,0
0,6,0,1,23,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,0,20,60321,90,0,0,30.0,20,0,16037,门将,安格斯·冈恩,6.79,0,0,0,0,15,南安普顿,0,0,0,0
0,7,0,2,20,0,0,0,0,0,2,3,0,0,11,5,0,1,0,2,1,9,60315,90,0,0,76.0,50,0,20679,后腰,德克兰·赖斯,6.77,0,0,1,0,16,西汉姆联,0,1,1,1
0,2,0,0,27,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,6,60314,90,0,0,84.62,26,0,1599,门将,莱诺,6.77,0,0,0,0,12,阿森纳,0,0,0,0
0,4,0,1,25,0,0,0,3,0,0,0,0,0,11,8,0,2,0,2,0,5,60316,90,1,0,96.15,78,0,610,中后卫,拉波尔特,6.76,0,0,1,1,11,曼城,0,2,0,0
0,3,0,2,31,0,0,0,4,0,1,1,0,0,5,2,0,0,0,1,0,7,60313,90,0,0,88.46,52,0,31,中后卫,乔尼·埃文斯,6.76,0,0,0,0,10,莱斯特城,0,2,0,0
0,1,0,0,23,0,0,0,1,0,0,0,0,0,6,2,0,3,0,3,0,2,60318,45,1,0,68.42,19,0,11323,中场,菲利普·比林,6.75,0,0,1,0,208,伯恩茅斯,0,2,2,1
0,1,0,0,28,0,0,0,2,1,2,1,0,0,19,14,1,1,0,3,1,3,60313,90,0,0,79.25,53,0,2943,中场,坎特,6.74,0,0,1,0,1,切尔西,0,3,2,0
0,1,0,2,22,0,0,0,0,0,0,3,0,0,2,2,0,1,0,0,0,1,60316,24,0,1,100.0,6,0,8144,中锋,热苏斯,6.74,0,0,4,0,11,曼城,0,0,0,0
1,1,0,0,31,0,0,0,4,2,0,0,0,0,8,4,1,1,0,0,0,3,60314,90,0,0,62.5,16,0,161,左后卫,埃里克·彼得斯,6.73,0,0,1,0,20,伯恩利,0,6,1,0
