accCrosses,accLB,accThB,aerialsWon,age,assists,bigChanceCreated,blockShots,clearances,crosses,disp,dribbles,errorsSum,fatalError,finalThirdPass,finalThirdPassAcc,fouled,fouls,goals,interceptions,keyPasses,longBall,matchId,mins,offsideWon,offsides,passSucc,passes,penaltyScored,playerId,playerMainPosition,playerName,rate,redCards,seriousError,shots,shotsOT,teamId,teamName,thBall,totalTackles,unsTouches,yelCards
0,8,0,4,30,1,0,1,1,0,1,0,0,0,24,15,1,0,0,1,1,15,60349,90,0,0,89.08,119,0,542,中后卫,阿尔德韦雷尔德,8.14,0,0,0,0,3,热刺,0,2,0,0
0,0,0,0,30,0,0,0,1,0,1,0,0,0,6,5,0,0,2,1,0,0,60345,90,0,0,88.0,25,0,1818,中锋,奥巴梅扬,8.14,0,0,3,2,12,阿森纳,0,0,1,0
0,1,0,3,27,1,1,0,1,1,5,4,0,0,13,8,5,0,0,1,4,1,60351,90,0,0,71.43,21,0,6429,影子前锋,约书亚·金,8.13,0,0,1,1,208,伯恩茅斯,0,4,6,0
0,0,0,3,30,0,0,0,0,2,0,2,0,0,23,19,0,4,1,0,3,0,60345,90,0,0,90.2,51,0,47,中场,克莱维利,8.13,0,0,7,3,207,沃特福德,0,1,1,0
0,1,0,1,26,1,1,0,0,3,7,9,0,0,13,10,2,1,0,0,2,1,60343,85,0,0,87.88,33,0,7330,左边锋,布法尔,8.1,0,0,2,1,15,南安普顿,1,0,1,0
1,2,0,2,26,1,1,0,1,1,0,1,0,0,9,3,1,1,0,1,1,4,60349,85,0,1,53.33,15,0,86,中锋,哈里·凯恩,8.06,0,0,1,0,3,热刺,1,1,4,0
0,1,0,12,28,0,0,0,4,1,1,0,0,0,22,16,1,1,0,2,0,5,60346,90,4,0,89.72,107,0,1586,中后卫,马蒂普,7.97,0,0,1,0,13,利物浦,0,3,0,0
0,0,0,0,25,1,0,1,0,5,0,4,0,0,48,38,2,0,0,2,2,2,60346,90,2,0,89.83,118,0,459,左后卫,罗伯逊,7.96,0,0,1,1,13,利物浦,0,1,2,0
1,3,0,0,25,1,1,0,2,2,1,1,0,0,25,19,0,2,0,2,3,6,60350,90,0,0,74.47,47,0,11011,左中场,所罗门·马奇,7.93,0,0,1,1,263,布莱顿,0,2,2,0
1,0,0,0,25,1,2,0,0,8,0,5,0,0,34,28,1,1,0,2,2,0,60352,73,0,0,86.96,46,0,2971,右边锋,贝尔纳多·席尔瓦,7.88,0,0,2,0,11,曼城,0,2,0,1
1,3,0,0,27,0,0,0,1,3,4,1,0,0,14,13,1,4,1,1,1,4,60349,90,0,0,87.8,41,0,70,右边锋,拉梅拉,7.87,0,0,1,1,3,热刺,0,1,2,0
1,0,0,1,26,1,0,0,1,4,1,0,0,0,16,13,1,1,0,3,2,1,60349,90,0,0,84.78,46,0,2691,右后卫,奥里耶,7.87,0,0,1,0,3,热刺,0,2,5,0
1,1,1,2,22,1,2,0,0,1,2,1,0,0,16,10,0,1,0,0,3,1,60351,81,0,0,65.38,26,0,8200,左边锋,理查尔里森,7.86,0,0,4,0,14,埃弗顿,1,7,3,1
0,4,0,8,32,0,0,1,6,0,1,0,0,0,7,5,2,1,0,1,0,6,60349,90,0,0,92.31,104,0,73,中后卫,维尔通亨,7.83,0,0,0,0,3,热刺,0,1,1,1
0,4,0,1,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,60349,90,0,0,91.67,12,0,56,门将,洛里,7.81,0,0,0,0,3,热刺,0,0,0,0
0,0,0,0,27,0,0,0,0,0,2,0,0,0,7,3,0,2,2,1,0,0,60351,90,0,4,57.14,14,0,6432,中锋,卡勒姆·威尔逊,7.81,0,0,2,2,208,伯恩茅斯,0,0,4,0
0,3,1,0,27,1,2,0,0,1,0,0,0,0,21,18,0,2,0,2,3,6,60347,90,0,0,88.89,72,0,2409,后腰,若日尼奥,7.78,0,0,0,0,1,切尔西,1,3,1,0
0,1,0,0,21,0,0,0,2,0,1,2,0,0,10,5,3,1,1,0,1,1,60344,90,0,0,64.71,17,1,6274,中锋,拉什福德,7.76,0,0,2,1,2,曼联,1,0,1,0
0,0,0,2,26,0,0,2,11,0,0,0,0,0,3,2,2,1,0,5,0,4,60352,90,0,0,73.08,26,0,6318,右后卫,拜拉姆,7.74,0,0,1,0,209,诺维奇,0,4,1,1
0,14,0,1,34,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,24,60348,90,0,0,62.96,27,0,119,门将,法比安斯基,7.69,0,0,0,0,16,西汉姆联,0,0,0,0
2,1,0,2,24,0,2,0,0,7,1,3,0,0,30,24,1,0,0,0,4,1,60352,90,0,0,83.33,42,0,348,左边锋,斯特林,7.68,0,0,6,1,11,曼城,0,1,2,0
0,1,0,2,24,0,0,0,3,0,0,0,0,0,10,6,1,2,0,5,1,3,60348,85,0,1,77.14,35,0,7337,右后卫,吉尔伯特,7.68,0,0,1,1,7,阿斯顿维拉,0,4,2,0
2,0,1,1,26,1,1,0,4,5,0,1,0,0,10,5,0,0,0,3,2,2,60351,94,0,0,53.85,39,0,10708,左后卫,迭戈·里科,7.65,0,0,0,0,208,伯恩茅斯,1,0,0,0
0,6,0,2,20,0,0,0,1,0,2,1,0,0,17,17,0,2,0,2,1,7,60348,90,0,0,96.23,53,0,20679,后腰,德克兰·赖斯,7.62,0,0,2,0,16,西汉姆联,0,6,0,0
0,6,0,3,22,0,0,0,3,0,1,4,1,0,9,6,3,4,0,2,0,6,60344,90,0,0,81.58,38,0,22156,中场,麦克托米奈,7.62,0,1,0,0,2,曼联,0,2,2,0
1,1,0,4,28,1,0,0,3,1,0,0,0,0,12,11,2,2,0,0,1,3,60347,90,0,0,87.23,47,0,2461,左后卫,马科斯·阿隆索,7.59,0,0,1,0,1,切尔西,0,3,4,0
0,2,0,7,27,0,0,0,5,0,0,0,0,0,5,2,1,1,0,1,0,7,60343,90,1,0,75.93,54,0,1868,中后卫,维斯特高,7.57,0,0,2,2,15,南安普顿,0,1,1,1
0,2,1,0,25,0,0,0,2,2,0,0,0,0,5,3,1,0,1,2,0,4,60351,33,0,0,44.44,9,0,6426,左边锋,瑞安·弗雷泽,7.57,0,0,1,1,208,伯恩茅斯,1,0,0,0
7,6,0,0,20,0,0,0,1,16,0,0,0,0,29,19,0,0,0,1,7,6,60346,90,1,0,86.96,92,0,19145,右后卫,特伦特·阿诺德,7.57,0,0,2,2,13,利物浦,0,0,1,0
0,0,0,5,26,0,0,1,6,0,0,0,0,0,4,1,0,1,0,0,0,3,60344,90,2,0,82.76,29,0,458,中后卫,哈里·马奎尔,7.56,0,0,2,1,2,曼联,0,2,0,0
0,0,0,0,29,1,1,0,1,0,0,0,0,0,2,2,1,1,1,0,1,1,60352,90,0,0,81.25,16,0,12419,中锋,泰穆·普基,7.56,0,0,3,1,209,诺维奇,0,0,3,0
3,3,0,1,33,0,0,0,0,10,3,2,0,0,23,17,0,2,0,3,4,4,60347,90,0,0,86.27,51,0,2986,中场,穆蒂尼奥,7.54,0,0,0,0,269,狼队,0,6,1,0
0,6,0,3,27,0,0,0,2,0,0,0,0,0,6,0,1,0,0,0,0,30,60350,90,0,0,33.33,36,0,10198,门将,尼克·波普,7.5,0,0,0,0,20,伯恩利,0,0,0,0
0,4,0,7,28,0,0,1,2,0,0,0,0,0,24,20,0,0,0,1,0,6,60346,90,0,0,96.03,126,0,6306,中后卫,范迪克,7.47,0,0,3,1,13,利物浦,0,1,0,0
2,2,0,0,34,0,0,0,5,4,3,1,0,0,12,8,1,2,0,2,2,8,60344,90,0,0,73.68,38,0,51,左后卫,阿什利·扬,7.45,0,0,0,0,2,曼联,0,2,1,0
0,0,0,2,27,1,3,0,0,0,2,1,0,0,15,9,0,0,0,0,4,0,60346,53,0,1,70.37,27,0,1889,中锋,菲尔米诺,7.45,0,0,2,1,13,利物浦,2,1,1,0
0,5,0,0,31,0,0,1,2,0,1,2,0,0,16,14,1,3,0,4,1,5,60345,90,0,0,93.75,64,0,80,后腰,卡普埃,7.42,0,0,0,0,207,沃特福德,0,5,0,1
2,2,0,0,24,0,1,2,1,4,3,3,0,0,25,16,5,1,0,1,2,6,60348,90,0,0,78.0,50,0,6157,前腰,格雷利什,7.41,0,0,1,0,7,阿斯顿维拉,0,2,1,1
0,0,0,0,27,0,0,0,0,0,0,1,0,0,2,2,0,0,1,2,0,1,60350,31,0,0,85.71,7,0,10958,中场,亨德里克,7.4,0,0,1,1,20,伯恩利,0,0,1,0
0,5,0,1,23,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,17,60343,90,0,0,57.14,28,0,16037,门将,安格斯·冈恩,7.39,0,0,0,0,15,南安普顿,0,0,0,0
1,1,0,1,24,0,0,1,2,2,4,2,0,0,22,9,2,1,0,2,3,7,60343,90,0,0,70.15,67,0,1551,中场,赫伊别尔,7.38,0,0,0,0,15,南安普顿,0,2,1,0
0,1,0,0,31,0,0,0,1,2,1,3,0,0,21,16,4,2,0,1,0,1,60347,90,0,0,86.05,43,0,10,右边锋,威廉,7.38,0,0,1,0,1,切尔西,0,3,3,0
0,1,0,5,28,0,0,1,9,0,0,0,0,0,5,2,3,1,0,1,1,7,60351,90,0,0,70.59,34,0,6409,中后卫,史蒂夫·库克,7.37,0,0,0,0,208,伯恩茅斯,0,2,0,0
0,2,0,2,23,0,0,0,1,2,0,0,0,0,9,7,1,1,0,3,0,2,60349,67,0,0,92.98,57,0,10753,中场,温克斯,7.37,0,0,4,1,3,热刺,0,1,0,1
3,9,0,1,28,0,1,0,3,8,0,0,0,0,20,14,2,0,0,2,4,15,60343,90,1,0,83.58,67,0,11006,中场,诺伍德,7.37,0,0,0,0,507,谢菲尔德联,0,4,0,0
0,1,0,2,22,0,0,0,4,0,0,1,0,0,1,1,2,3,0,2,0,2,60348,90,1,0,87.5,24,0,7346,中后卫,伊萨·迪奥普,7.34,0,0,0,0,16,西汉姆联,0,2,0,0
0,7,0,0,21,0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,19,60351,90,0,0,61.29,31,0,17829,门将,拉姆斯代尔,7.32,0,0,0,0,208,伯恩茅斯,0,1,0,0
0,4,0,3,30,0,0,1,4,3,1,0,0,0,15,7,1,1,0,2,0,7,60350,90,1,0,65.71,35,0,178,右后卫,马修·洛顿,7.3,0,0,0,0,20,伯恩利,0,5,0,0
0,1,0,8,27,0,0,0,5,0,0,1,0,0,6,2,1,1,0,3,0,6,60350,90,0,0,70.73,41,0,354,中后卫,肖恩·达菲,7.29,0,0,0,0,263,布莱顿,0,1,1,0
0,0,0,7,22,0,0,0,0,0,2,1,0,0,10,7,1,0,0,0,1,0,60351,90,0,0,76.92,26,0,7783,中锋,索兰克,7.29,0,0,3,1,208,伯恩茅斯,0,0,1,0
0,3,0,1,22,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,18,60343,90,0,0,16.67,18,0,18167,门将,迪恩·亨德森,7.28,0,0,1,0,507,谢菲尔德联,0,0,0,0
0,0,0,0,31,0,0,0,0,0,0,2,0,0,17,11,1,0,1,0,1,0,60352,90,0,0,76.0,25,0,294,中锋,阿圭罗,7.28,0,0,6,2,11,曼城,0,0,1,0
4,1,0,0,26,0,0,0,0,6,3,0,0,0,26,20,3,0,0,2,1,1,60348,69,0,1,84.62,52,0,2219,左边锋,菲利佩·安德森,7.28,0,0,1,0,16,西汉姆联,0,3,3,0
0,1,0,4,23,0,0,1,5,0,2,0,0,0,8,6,0,0,0,4,1,3,60351,90,0,0,67.74,31,0,11323,中场,菲利普·比林,7.28,0,0,3,0,208,伯恩茅斯,0,2,3,0
0,1,0,0,21,0,0,0,6,0,2,0,0,0,7,4,0,1,1,1,1,5,60352,90,0,0,73.91,23,0,26634,左中场,坎特维尔,7.26,0,0,1,1,209,诺维奇,0,1,4,1
0,0,0,2,22,0,0,0,0,1,3,4,0,0,18,11,4,0,0,1,0,0,60347,90,0,0,74.36,39,0,7613,左边锋,迪奥戈·若塔,7.23,0,0,1,0,269,狼队,0,1,1,0
0,2,0,2,25,0,0,0,8,0,0,0,0,0,4,1,0,0,0,1,0,5,60344,90,0,0,82.14,28,0,7506,中后卫,林德洛夫,7.22,0,0,0,0,2,曼联,0,1,0,0
0,0,0,2,23,0,1,0,0,2,1,1,0,0,5,4,0,2,0,0,1,0,60343,92,1,1,81.25,16,0,11227,中锋,切·亚当斯,7.2,0,0,4,2,15,南安普顿,0,0,1,0
0,3,0,0,28,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,10,60344,90,0,0,61.11,18,0,29,门将,德赫亚,7.16,0,0,0,0,2,曼联,0,0,0,0
1,2,0,2,31,0,0,0,2,2,0,1,0,0,8,5,3,0,0,1,1,5,60350,90,0,0,73.33,30,0,161,左后卫,埃里克·彼得斯,7.14,0,0,0,0,20,伯恩利,0,4,1,0
0,1,0,1,22,1,0,0,0,0,2,3,0,0,8,6,0,0,0,1,1,1,60352,33,0,0,81.82,11,0,8144,中锋,热苏斯,7.14,0,0,3,1,11,曼城,0,0,1,0
0,4,0,1,31,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,27,60352,90,0,0,41.03,39,0,88,门将,克鲁尔,7.13,0,0,0,0,209,诺维奇,0,0,0,0
0,2,0,2,23,0,0,1,7,0,0,0,0,0,5,2,0,0,0,1,0,7,60343,90,0,0,77.78,45,0,24127,中后卫,贝德纳雷克,7.11,0,0,0,0,15,南安普顿,0,2,1,0
0,4,0,1,26,0,0,0,0,0,0,2,0,0,38,36,0,0,0,1,3,5,60345,90,0,0,93.98,83,0,2788,中场,杜库雷,7.11,0,0,5,1,207,沃特福德,0,3,0,0
0,1,0,2,25,0,0,1,3,0,0,0,0,0,9,5,0,0,0,3,0,3,60348,90,2,0,86.05,43,0,16299,中后卫,恩格斯,7.09,0,0,0,0,7,阿斯顿维拉,0,0,0,0
0,1,0,2,26,0,0,0,2,1,2,1,0,0,9,9,0,0,0,1,2,3,60348,90,0,0,83.33,30,0,10989,右后卫,弗雷德里克斯,7.09,0,0,0,0,16,西汉姆联,0,2,1,0
0,1,0,0,28,0,0,0,0,1,0,0,0,0,7,6,1,1,1,0,2,1,60345,27,0,0,88.24,17,1,2127,前腰,罗伯特·佩雷拉,7.08,0,0,2,1,207,沃特福德,0,0,1,0
0,3,0,5,26,0,0,1,3,0,0,1,0,0,6,2,0,1,0,1,0,6,60348,90,0,0,85.71,49,0,6413,中后卫,泰隆·明斯,7.08,0,0,0,0,7,阿斯顿维拉,0,0,0,1
0,0,0,0,23,0,0,0,1,0,4,1,0,0,13,10,3,3,0,1,1,0,60344,90,0,0,82.14,28,0,6273,前腰,佩雷拉,7.06,0,0,3,2,2,曼联,0,4,2,0
0,2,0,3,27,0,0,0,2,1,0,0,0,0,7,4,0,0,0,0,0,4,60343,90,0,0,88.06,67,0,7,后腰,罗梅乌,7.06,0,0,0,0,15,南安普顿,0,2,0,0
0,2,0,0,26,0,0,0,0,4,1,4,0,0,26,23,2,0,0,0,1,2,60348,90,0,0,90.91,66,0,6320,前腰,兰奇尼,7.05,0,0,1,0,16,西汉姆联,0,1,1,0
1,0,0,1,24,0,0,0,1,5,2,2,0,0,14,10,1,0,0,1,3,1,60348,90,0,1,66.67,27,0,3791,右边锋,埃尔加齐,7.04,0,0,1,1,7,阿斯顿维拉,0,1,1,0
0,0,0,1,25,0,0,0,1,0,0,1,0,0,6,3,1,1,0,1,0,2,60348,81,0,0,80.95,42,0,3823,后腰,纳卡姆巴,7.03,0,0,0,0,7,阿斯顿维拉,0,5,1,0
1,0,0,4,30,0,0,1,1,2,2,4,0,0,19,12,0,2,0,3,0,3,60351,90,2,0,69.23,52,0,355,右后卫,科尔曼,7.03,0,0,0,0,14,埃弗顿,0,1,2,0
0,0,0,4,22,0,0,0,2,1,1,0,0,0,3,2,0,3,1,0,0,0,60351,71,0,0,63.64,11,0,20703,中锋,莱文,7.02,0,0,3,2,14,埃弗顿,0,0,2,0
1,4,0,1,28,0,0,0,1,9,0,3,0,0,21,17,0,0,0,0,3,6,60343,90,0,0,82.93,41,0,17838,中场,约翰·弗莱克,7.02,0,0,5,1,507,谢菲尔德联,0,1,0,1
1,1,0,2,26,0,0,0,3,2,4,0,0,0,17,11,2,2,0,2,2,5,60343,90,0,0,66.67,33,0,18139,右后卫,乔治·鲍多克,7.01,0,0,0,0,507,谢菲尔德联,0,5,1,0
0,1,0,1,24,0,0,0,10,0,0,1,0,0,1,1,2,0,0,0,0,2,60351,90,0,0,94.29,35,0,1531,中后卫,纳坦·阿克,7.01,0,0,1,0,208,伯恩茅斯,0,2,0,0
0,1,0,0,22,1,1,0,1,0,2,2,0,0,9,6,2,0,0,2,1,3,60345,90,0,0,76.6,47,0,20652,右中场,奈尔斯,7.01,0,0,0,0,12,阿森纳,0,2,3,0
0,1,0,0,27,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,9,60345,90,0,0,68.0,25,0,1599,门将,莱诺,7.0,0,0,0,0,12,阿森纳,0,0,0,1
0,0,0,0,23,0,0,0,0,0,5,0,0,0,8,7,1,2,1,0,0,0,60350,84,0,0,85.71,21,0,2809,中锋,尼尔·莫派,7.0,0,0,2,2,263,布莱顿,0,0,5,0
0,1,0,0,28,0,0,1,3,0,0,0,0,0,9,6,0,0,0,2,0,5,60343,90,0,0,72.97,37,0,3285,右后卫,塞德里克,6.99,0,0,1,0,15,南安普顿,0,4,3,0
0,2,0,2,28,0,0,0,1,0,2,0,0,0,30,29,0,0,0,0,0,3,60346,84,0,0,96.15,78,0,4003,中场,维纳尔杜姆,6.98,0,0,2,1,13,利物浦,0,2,2,0
0,1,0,0,21,0,0,0,1,1,2,2,0,0,11,9,1,1,0,1,1,3,60344,90,0,0,75.0,32,0,20653,右后卫,万·比萨卡,6.98,0,0,0,0,2,曼联,0,2,1,0
0,0,0,2,21,0,0,0,0,0,0,0,0,0,4,1,1,0,1,1,0,0,60347,45,0,0,33.33,6,0,19552,中锋,库特罗内,6.98,0,0,3,1,269,狼队,0,1,0,0
0,0,0,4,23,0,0,0,8,0,0,0,0,0,2,1,0,1,0,2,0,2,60347,90,0,0,90.57,53,0,2062,中后卫,克里斯滕森,6.97,0,0,0,0,1,切尔西,0,2,0,1
0,1,0,2,31,0,0,1,3,0,1,0,0,0,3,0,1,0,0,1,0,4,60343,90,1,0,84.62,52,0,386,中后卫,吉田麻也,6.97,0,0,0,0,15,南安普顿,0,1,0,0
0,1,0,1,26,0,0,2,0,1,0,1,0,0,12,8,2,1,0,1,0,3,60345,90,0,0,84.62,52,0,1634,后腰,扎卡,6.96,0,0,1,0,12,阿森纳,0,4,1,0
0,11,0,0,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,18,60347,90,0,0,81.58,38,0,597,门将,凯帕,6.96,0,0,0,0,1,切尔西,0,0,0,0
0,1,0,0,24,0,0,0,0,0,2,3,0,0,19,10,1,0,0,1,1,2,60345,90,0,0,61.76,34,0,7441,右边锋,尼古拉斯·佩佩,6.95,0,0,1,0,12,阿森纳,0,2,3,0
0,1,0,3,30,0,0,0,2,2,1,0,0,0,15,8,0,0,0,1,1,2,60347,90,0,0,67.31,52,0,19,右后卫,阿斯皮利奎塔,6.94,0,0,0,0,1,切尔西,0,2,2,0
0,3,0,0,28,0,0,0,0,1,1,2,0,0,13,10,0,2,0,0,1,3,60350,90,0,0,82.22,45,0,3834,中场,普罗佩尔,6.93,0,0,3,0,263,布莱顿,0,6,1,0
1,2,0,0,27,0,0,0,0,3,1,0,0,0,23,15,0,1,0,0,2,2,60349,90,0,0,84.31,51,0,67,前腰,埃里克森,6.93,0,0,1,0,3,热刺,0,3,4,1
0,3,0,1,29,0,0,0,2,0,0,0,0,0,19,18,0,1,0,2,0,6,60350,90,0,0,86.36,66,0,11007,中场,戴尔·史蒂芬斯,6.92,0,0,1,0,263,布莱顿,0,4,1,0
0,0,0,8,23,0,0,0,2,0,0,1,0,0,9,7,0,0,0,1,2,0,60346,90,0,2,85.71,28,0,6900,中锋,乔林顿,6.92,0,0,1,0,4,纽卡斯尔,0,0,1,0
0,0,0,1,25,0,0,0,2,0,0,0,0,0,4,3,0,0,1,0,1,2,60346,90,1,1,80.0,30,0,3985,左后卫,杰特罗·威廉斯,6.91,0,0,1,1,4,纽卡斯尔,0,1,2,0
0,9,0,0,32,0,1,0,0,0,0,0,0,0,4,2,0,0,0,0,1,15,60344,90,0,0,77.78,27,0,243,门将,舒梅切尔,6.91,0,0,0,0,10,莱斯特城,0,0,0,0
0,3,0,0,22,0,0,0,0,10,0,5,0,0,22,18,5,3,0,0,0,4,60344,90,0,0,86.11,36,0,6399,前腰,詹姆斯·麦迪逊,6.9,0,0,3,1,10,莱斯特城,0,4,3,1
0,3,0,0,25,0,0,2,7,0,0,1,0,0,2,2,0,0,0,1,0,5,60346,90,1,0,81.48,27,0,6328,中后卫,拉塞尔斯,6.89,0,0,0,0,4,纽卡斯尔,0,2,0,0
0,2,0,0,26,0,0,0,2,0,1,0,0,0,7,5,0,0,0,0,0,5,60347,45,0,0,84.62,39,0,1912,中后卫,吕迪格,6.89,0,0,1,0,1,切尔西,0,1,0,0
1,5,0,0,26,0,0,1,0,3,0,2,0,0,20,19,0,1,0,0,1,5,60346,75,0,1,94.64,56,0,305,中场,张伯伦,6.89,0,0,2,0,13,利物浦,0,1,3,0
0,0,0,1,24,0,0,0,1,0,0,1,0,0,3,0,2,1,0,3,0,3,60346,90,0,0,62.07,29,0,6268,后腰,伊萨克·海登,6.88,0,0,1,0,4,纽卡斯尔,0,6,1,0
0,2,0,4,24,0,0,0,1,3,0,1,0,0,9,5,0,1,0,1,0,4,60350,90,1,0,76.92,52,0,11250,中后卫,亚当·韦伯斯特,6.86,0,0,0,0,263,布莱顿,0,3,0,0
0,2,0,0,24,0,0,0,0,1,1,0,0,0,19,14,1,3,0,0,1,2,60348,90,0,0,74.29,35,0,12292,中场,约翰·麦克金,6.85,0,0,3,2,7,阿斯顿维拉,0,3,1,0
2,2,0,1,24,0,1,0,1,9,0,0,0,0,12,6,1,0,0,1,2,6,60343,90,0,0,70.59,34,0,380,中场,沃德·普劳斯,6.84,0,0,0,0,15,南安普顿,0,1,0,0
0,2,0,8,25,0,0,0,1,1,1,0,0,0,20,14,2,1,0,0,3,2,60348,90,0,1,74.36,39,0,7773,中锋,阿莱,6.84,0,0,2,0,16,西汉姆联,0,2,5,0
0,3,0,3,26,0,0,0,5,2,0,1,0,0,6,3,0,1,0,4,0,6,60343,90,0,1,84.21,38,0,11164,中后卫,约翰·伊根,6.83,0,0,0,0,507,谢菲尔德联,0,0,1,0
0,3,0,3,30,0,0,2,0,1,1,0,0,0,12,12,0,1,0,0,0,5,60348,90,0,0,87.23,47,0,123,左后卫,尼尔·泰勒,6.81,0,0,0,0,7,阿斯顿维拉,0,1,1,0
0,0,0,2,26,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,1,60349,14,0,0,69.23,13,0,61,左后卫,本·戴维斯,6.76,0,0,0,0,3,热刺,0,1,0,0
0,6,0,1,22,0,0,0,0,0,0,0,0,0,7,5,0,2,0,2,0,7,60344,90,0,0,82.5,40,0,12477,后腰,恩迪迪,6.75,0,0,2,0,10,莱斯特城,0,5,1,0
0,1,0,1,23,0,0,0,0,1,0,2,0,0,15,11,0,0,0,0,1,2,60351,90,0,0,75.0,28,0,6288,左边锋,伊沃比,6.72,0,0,3,1,14,埃弗顿,0,2,5,0
0,2,0,0,29,0,0,0,1,3,0,0,0,0,14,9,0,4,0,1,2,4,60349,76,0,0,85.11,47,0,76,左后卫,丹尼·罗斯,6.72,0,0,0,0,3,热刺,0,0,0,1
0,1,0,1,28,0,0,0,0,5,0,0,0,0,32,22,0,0,0,0,6,1,60350,90,0,1,77.78,54,0,7001,中场,格罗斯,6.71,0,0,2,0,263,布莱顿,1,2,2,0
0,3,0,0,30,0,0,0,0,1,0,3,0,0,19,16,1,0,0,0,1,3,60345,71,0,0,86.36,44,0,317,前腰,厄齐尔,6.71,0,0,0,0,12,阿森纳,0,0,3,0
0,0,0,1,24,0,0,1,3,0,3,2,0,0,2,1,0,1,0,1,0,2,60347,45,0,0,90.91,22,0,17,中后卫,祖马,6.69,0,0,1,0,1,切尔西,0,0,0,0
0,2,0,3,29,0,0,0,7,0,0,0,0,0,7,2,1,0,0,1,0,8,60350,90,1,0,56.67,30,0,497,中后卫,本·米,6.69,0,0,0,0,20,伯恩利,0,0,0,0
0,1,0,1,26,1,0,1,3,1,0,0,0,0,8,6,1,2,0,0,2,1,60345,90,0,0,90.48,42,0,1573,左后卫,科拉希纳茨,6.69,0,0,0,0,12,阿森纳,0,0,0,1
0,1,0,2,26,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,3,60352,90,0,0,84.62,26,0,7329,后腰,阿马杜,6.68,0,0,0,0,209,诺维奇,0,0,0,0
1,0,0,0,28,0,0,0,2,5,0,1,0,0,18,14,0,1,0,1,3,0,60345,90,0,0,90.48,63,0,9350,右后卫,基科·费梅尼亚,6.67,0,0,1,0,207,沃特福德,0,2,1,1
