accCrosses,accLB,accThB,aerialsWon,age,assists,bigChanceCreated,blockShots,clearances,crosses,disp,dribbles,errorsSum,fatalError,finalThirdPass,finalThirdPassAcc,fouled,fouls,goals,interceptions,keyPasses,longBall,matchId,mins,offsideWon,offsides,passSucc,passes,penaltyScored,playerId,playerMainPosition,playerName,rate,redCards,seriousError,shots,shotsOT,teamId,teamName,thBall,totalTackles,unsTouches,yelCards
1,0,0,0,27,1,0,0,0,7,1,2,0,0,27,19,1,1,1,0,3,0,58641,90,0,0,73.33,30,0,25,右边锋,萨拉赫,8.3,0,0,2,1,13,利物浦,0,0,3,0
1,6,0,1,31,2,1,0,2,2,1,0,0,0,18,7,1,0,0,2,2,15,58643,90,0,0,56.6,53,0,161,左后卫,埃里克·彼得斯,8.27,0,0,1,0,20,伯恩利,0,6,1,0
1,1,0,1,21,0,0,0,5,4,0,2,0,0,4,4,0,0,0,3,1,1,58650,90,0,0,86.11,36,0,20653,右后卫,万·比萨卡,8.25,0,0,0,0,2,曼联,0,6,2,0
0,6,1,4,26,2,1,0,1,1,5,1,0,0,15,11,0,2,0,0,4,7,58650,90,0,0,77.42,62,0,2112,中场,博格巴,8.21,0,0,1,0,2,曼联,1,1,6,0
0,5,0,8,27,0,0,0,6,0,0,1,0,0,6,1,2,2,0,2,0,11,58646,90,0,0,75.51,49,0,354,中后卫,肖恩·达菲,8.19,0,0,0,0,263,布莱顿,0,4,2,0
0,7,1,3,27,1,1,1,3,0,0,0,0,0,5,4,2,2,0,2,1,8,58646,90,0,0,91.53,59,0,11000,中后卫,刘易斯·邓克,8.11,0,0,0,0,263,布莱顿,1,2,1,1
0,4,0,0,28,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,9,58650,90,0,0,78.26,23,0,29,门将,德赫亚,8.1,0,0,0,0,2,曼联,0,0,0,0
1,0,0,1,24,0,0,0,0,4,1,0,0,0,11,7,2,0,1,1,2,2,58641,74,0,0,61.11,18,0,3047,中锋,奥里吉,8.09,0,0,1,1,13,利物浦,0,3,3,0
0,7,0,5,23,0,0,0,2,0,2,3,0,0,16,12,0,3,0,0,0,8,58642,90,0,0,91.55,71,0,10645,后腰,罗德里,8.07,0,0,0,0,11,曼城,0,3,2,0
0,3,0,4,28,0,0,1,8,0,1,2,0,0,2,1,0,2,0,1,0,4,58647,90,0,0,76.67,30,0,6223,中后卫,维利·博利,8.0,0,0,0,0,269,狼队,0,3,1,0
1,1,0,1,19,0,0,0,0,3,1,4,0,0,8,5,1,0,0,1,0,1,58643,84,0,0,66.67,18,0,46259,左边锋,麦克尼尔,7.98,0,0,0,0,20,伯恩利,0,4,1,0
0,2,0,4,26,0,0,2,7,0,0,0,0,0,5,2,1,0,0,4,1,5,58650,90,0,0,85.96,57,0,458,中后卫,哈里·马奎尔,7.96,0,0,0,0,2,曼联,0,0,0,0
0,1,0,1,25,0,0,0,0,0,1,1,0,0,7,6,1,1,0,2,1,3,58641,90,0,0,78.57,42,0,2983,后腰,法比尼奥,7.89,0,0,1,1,13,利物浦,0,7,0,0
0,2,0,8,29,0,0,1,4,0,0,0,0,0,5,0,1,0,0,3,0,10,58643,90,1,0,56.25,48,0,497,中后卫,本·米,7.82,0,0,0,0,20,伯恩利,0,2,0,0
0,8,0,5,25,0,0,0,2,0,0,1,0,0,6,5,1,0,0,4,0,11,58642,90,0,0,89.19,74,0,610,中后卫,拉波尔特,7.82,0,0,0,0,11,曼城,0,1,0,0
0,3,0,1,26,1,1,5,15,0,0,0,0,0,1,1,0,0,0,2,1,7,58648,90,0,0,78.57,28,0,6413,中后卫,泰隆·明斯,7.78,0,0,0,0,7,阿斯顿维拉,0,0,0,0
0,0,0,1,22,0,0,0,0,0,0,1,0,0,6,5,2,3,1,0,0,0,58642,69,0,0,90.91,11,0,8144,中锋,热苏斯,7.76,0,0,2,2,11,曼城,0,0,0,0
0,2,0,5,22,0,0,0,3,0,0,0,0,0,13,6,1,1,0,5,1,5,58647,90,0,0,77.33,75,0,12477,后腰,恩迪迪,7.75,0,0,1,0,10,莱斯特城,0,4,0,0
0,1,1,1,24,0,0,0,0,0,4,1,0,0,2,1,2,2,1,1,1,1,58648,90,0,0,60.0,10,0,12292,中场,约翰·麦克金,7.72,0,0,2,1,7,阿斯顿维拉,1,8,4,0
1,6,0,0,28,1,1,0,2,2,0,1,0,0,14,11,0,0,0,0,1,6,58646,90,0,0,84.44,45,0,3834,中场,普罗佩尔,7.71,0,0,1,0,263,布莱顿,0,3,1,0
0,2,0,2,29,1,0,0,1,0,1,1,0,0,12,9,0,1,0,1,2,5,58642,90,0,0,85.45,55,0,78,右后卫,凯尔·沃克,7.71,0,0,1,0,11,曼城,0,1,1,1
0,1,0,0,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,58642,90,0,0,93.1,29,0,3295,门将,埃德森,7.7,0,0,0,0,11,曼城,0,0,0,0
0,7,0,3,24,0,0,0,5,0,0,0,0,0,4,3,1,1,0,3,0,10,58644,90,3,0,92.96,71,0,8133,中后卫,耶里·米纳,7.63,0,0,0,0,14,埃弗顿,0,2,0,0
0,4,0,6,31,0,0,1,4,1,0,0,0,0,4,0,0,0,0,1,0,7,58647,90,1,0,89.87,79,0,31,中后卫,乔尼·埃文斯,7.63,0,0,1,0,10,莱斯特城,0,4,1,0
0,0,0,0,25,0,0,0,1,1,1,4,0,0,29,22,4,0,0,0,1,2,58647,90,0,0,85.9,78,0,3251,右后卫,里卡多·佩雷拉,7.62,0,0,1,0,10,莱斯特城,0,5,0,0
0,12,0,4,26,0,0,1,4,0,0,0,0,0,13,9,1,1,0,4,0,15,58644,90,1,0,84.81,79,0,6165,中后卫,迈克尔·基恩,7.61,0,0,0,0,14,埃弗顿,0,2,0,0
1,0,0,2,30,0,0,0,1,3,0,2,0,0,10,3,1,1,0,2,1,4,58643,90,0,0,56.0,25,0,178,右后卫,马修·洛顿,7.58,0,0,0,0,20,伯恩利,0,3,1,0
1,4,0,1,20,1,1,1,1,8,1,0,0,0,12,6,0,1,0,2,3,10,58641,90,0,0,60.0,40,0,19145,右后卫,特伦特·阿诺德,7.56,0,0,2,1,13,利物浦,0,1,1,0
0,2,0,0,27,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,7,58649,90,0,0,78.26,23,0,1599,门将,莱诺,7.53,0,0,0,0,12,阿森纳,0,0,0,0
3,1,0,0,27,0,0,0,0,10,3,2,0,0,24,21,1,0,0,0,2,1,58648,88,0,0,87.18,39,0,70,右边锋,拉梅拉,7.5,0,0,4,1,3,热刺,0,3,2,1
2,3,0,2,22,0,0,0,4,3,1,0,0,0,14,11,0,0,0,0,1,4,58642,90,0,0,88.14,59,0,8013,左后卫,津琴科,7.48,0,0,1,0,11,曼城,1,2,0,0
0,1,0,0,22,0,0,0,0,2,1,0,0,0,33,25,0,2,1,1,1,2,58648,92,0,0,85.45,55,0,23532,中场,恩东贝莱,7.48,0,0,2,1,3,热刺,1,2,3,0
0,8,0,0,27,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,18,58646,90,0,0,64.52,31,0,6510,门将,马修·瑞安,7.47,0,0,0,0,263,布莱顿,0,0,0,0
0,0,0,1,24,0,0,0,2,0,0,3,0,0,9,8,2,1,0,3,1,0,58649,90,0,0,83.87,31,0,6268,后腰,伊萨克·海登,7.45,0,0,0,0,4,纽卡斯尔,0,5,2,0
0,1,0,2,24,0,0,1,1,0,0,2,0,0,17,13,0,1,0,1,0,3,58650,90,0,0,83.02,53,0,32,左后卫,卢克·肖,7.44,0,0,0,0,2,曼联,0,1,0,0
0,3,0,1,21,0,0,1,1,0,0,1,0,0,2,2,3,2,1,1,0,10,58645,90,0,0,81.82,66,0,21123,中后卫,梅珀姆,7.43,0,0,2,1,208,伯恩茅斯,0,1,1,0
0,1,0,3,23,0,0,0,0,0,2,0,0,0,17,11,0,2,0,4,2,2,58645,90,0,0,83.33,54,0,11323,中场,菲利普·比林,7.43,0,0,2,1,208,伯恩茅斯,0,6,1,0
0,6,0,1,27,0,0,0,5,0,0,0,0,0,14,7,1,3,0,7,0,15,58649,90,2,0,71.7,53,0,6891,中后卫,法比安·舍尔,7.42,0,0,1,0,4,纽卡斯尔,0,5,0,0
2,2,0,1,23,1,1,0,0,4,0,0,0,0,7,5,1,1,0,0,1,4,58650,74,0,0,73.33,15,0,6273,前腰,佩雷拉,7.38,0,0,0,0,2,曼联,0,2,2,0
0,0,0,1,31,0,0,1,1,0,0,1,0,0,12,6,0,4,0,3,1,3,58644,90,0,0,58.82,34,0,6162,中场,麦克阿瑟,7.36,0,0,0,0,19,水晶宫,0,5,1,0
0,3,0,0,29,0,0,0,2,0,1,0,0,0,9,5,2,3,0,1,1,5,58646,90,0,0,79.55,44,0,11007,中场,戴尔·史蒂芬斯,7.34,0,0,0,0,263,布莱顿,0,4,0,0
0,3,0,5,23,0,0,0,3,0,0,1,0,0,3,0,0,0,0,0,0,5,58647,90,0,0,92.21,77,0,8981,中后卫,瑟因居,7.34,0,0,0,0,10,莱斯特城,0,3,1,0
0,0,0,0,27,1,1,0,0,1,1,0,0,0,22,20,0,0,0,0,3,0,58648,90,0,0,91.18,34,0,2708,右边锋,卢卡斯,7.34,0,0,3,1,3,热刺,0,1,1,0
0,3,0,3,26,0,0,1,2,0,1,1,0,0,6,2,3,1,0,2,0,10,58643,90,0,0,58.97,39,0,6470,中后卫,塔科夫斯基,7.33,0,0,2,0,20,伯恩利,0,1,2,0
0,2,0,2,22,0,0,0,4,4,2,2,0,0,34,29,3,1,0,0,1,5,58648,90,0,0,86.49,74,0,20661,右后卫,沃克-彼德斯,7.33,0,0,1,0,3,热刺,0,3,0,0
0,4,0,0,25,0,0,0,4,0,0,0,0,0,5,4,0,0,0,0,0,5,58642,90,2,0,94.23,52,0,364,中后卫,斯通斯,7.32,0,0,0,0,11,曼城,0,3,0,0
0,10,0,0,27,0,0,0,1,0,0,0,0,0,16,8,0,0,0,0,1,26,58643,90,0,0,48.39,31,0,10198,门将,尼克·波普,7.32,0,0,0,0,20,伯恩利,0,0,0,0
1,0,0,2,24,0,0,0,2,3,0,1,0,0,3,1,2,1,0,0,1,1,58648,59,0,0,77.78,9,0,11800,左边锋,特雷泽盖,7.29,0,0,2,1,7,阿斯顿维拉,0,3,1,0
0,6,0,0,29,0,0,0,0,4,0,2,0,0,21,15,2,2,0,2,0,11,58641,90,0,0,83.33,54,0,331,中场,亨德森,7.29,0,0,2,1,13,利物浦,0,2,0,0
0,0,0,2,26,0,0,1,0,0,1,0,0,0,4,2,0,0,1,0,0,0,58646,26,0,0,50.0,6,0,8937,中锋,安多内,7.26,0,0,1,1,263,布莱顿,0,1,3,0
0,5,0,4,27,0,0,0,6,0,0,0,0,0,7,2,0,1,0,1,0,14,58646,90,0,0,75.41,61,0,11142,中后卫,丹·伯恩,7.26,0,0,1,0,263,布莱顿,0,1,0,0
0,0,0,4,24,0,0,1,3,1,0,1,0,0,3,2,0,0,0,1,2,0,58647,90,0,0,78.95,19,0,11910,后腰,登东克尔,7.25,0,0,2,0,269,狼队,0,1,4,0
0,0,0,1,22,0,1,0,0,2,1,4,0,0,28,19,1,0,0,0,3,3,58647,90,0,0,83.61,61,0,17306,中场,蒂莱曼斯,7.25,0,0,2,0,10,莱斯特城,2,0,1,0
0,0,0,2,29,0,0,1,2,1,0,0,0,0,2,1,1,0,0,1,0,1,58644,90,0,0,65.0,20,0,421,左后卫,范安霍尔特,7.24,0,0,0,0,19,水晶宫,0,2,2,0
0,4,0,3,20,0,0,1,3,0,1,1,0,0,12,9,0,1,0,2,1,7,58649,90,0,0,85.51,69,0,17242,中场,贡多齐,7.23,0,0,0,0,12,阿森纳,0,1,1,0
0,5,0,1,22,0,0,0,1,0,3,0,0,0,6,5,3,3,0,2,0,7,58650,90,0,0,81.25,48,0,22156,中场,麦克托米奈,7.22,0,0,0,0,2,曼联,0,2,3,0
0,1,0,0,28,0,0,0,2,1,0,1,0,0,2,2,1,0,0,4,1,4,58648,82,0,0,82.14,28,0,11343,中场,霍里哈内,7.22,0,0,0,0,7,阿斯顿维拉,0,3,1,0
0,1,0,0,23,0,0,0,0,0,0,1,0,0,2,2,1,0,1,0,0,1,58646,26,0,0,100.0,6,0,2809,中锋,尼尔·莫派,7.2,0,0,1,1,263,布莱顿,0,0,1,0
0,1,0,4,28,0,0,0,5,0,1,2,0,0,8,4,0,1,0,2,1,4,58647,90,0,0,61.54,26,0,2078,中锋,劳尔·希门尼斯,7.2,0,0,2,2,269,狼队,0,0,5,0
2,2,0,0,33,0,0,1,1,3,1,1,0,0,7,4,0,1,0,0,2,2,58647,90,0,0,82.14,28,0,2986,中场,穆蒂尼奥,7.19,0,0,0,0,269,狼队,0,5,1,0
0,0,0,4,29,0,0,0,4,0,0,0,0,0,6,3,2,0,0,2,0,3,58644,90,0,0,66.67,21,0,485,右后卫,乔尔·沃德,7.18,0,0,0,0,19,水晶宫,0,1,0,0
1,2,0,0,26,0,0,0,2,4,0,1,0,0,15,12,0,0,0,3,1,8,58645,90,0,0,62.22,45,0,10708,左后卫,迭戈·里科,7.15,0,0,1,0,208,伯恩茅斯,0,5,1,0
0,0,1,8,28,0,1,1,0,0,2,0,0,0,12,4,0,2,0,1,1,0,58644,83,0,2,40.0,15,0,184,中锋,本特克,7.15,0,0,0,0,19,水晶宫,1,2,1,0
0,3,0,5,26,0,0,0,6,0,0,0,0,0,3,2,1,1,0,3,0,7,58645,90,0,0,76.74,43,0,11164,中后卫,约翰·伊根,7.14,0,0,0,0,507,谢菲尔德联,0,2,0,0
0,5,0,1,25,0,0,1,3,0,0,1,0,0,0,0,0,0,0,1,0,11,58650,90,0,0,84.38,64,0,7506,中后卫,林德洛夫,7.12,0,0,0,0,2,曼联,0,1,0,1
2,4,0,1,28,0,0,0,0,7,1,0,0,0,19,12,1,2,0,4,1,11,58645,90,0,0,83.33,66,0,11006,中场,诺伍德,7.12,0,0,0,0,507,谢菲尔德联,0,4,0,0
0,0,0,0,21,0,0,0,0,2,0,0,0,0,1,1,2,0,1,0,0,0,58650,16,0,0,83.33,6,0,20677,左边锋,丹尼尔·詹姆斯,7.12,0,0,1,1,2,曼联,0,0,0,0
1,0,1,1,22,1,1,0,1,1,5,1,0,0,11,9,1,1,0,1,3,0,58641,90,0,0,70.59,34,0,6624,右边锋,布恩迪亚,7.09,0,0,2,2,209,诺维奇,1,1,2,1
0,10,0,4,30,0,0,1,2,0,0,0,0,0,21,18,0,1,0,1,2,14,58648,90,0,0,90.36,83,0,542,中后卫,阿尔德韦雷尔德,7.09,0,0,2,0,3,热刺,1,1,0,0
0,1,0,5,32,0,0,0,3,0,0,0,0,0,6,2,0,0,0,1,0,7,58644,90,0,0,71.43,28,0,470,中后卫,斯科特·丹恩,7.09,0,0,1,0,19,水晶宫,0,0,0,0
0,5,0,0,25,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,15,58644,90,0,0,70.59,34,0,6355,门将,皮克福德,7.08,0,0,0,0,14,埃弗顿,0,0,0,0
0,0,0,8,23,0,0,0,0,0,0,2,0,0,9,6,0,0,0,1,0,0,58649,90,0,0,80.56,36,0,6900,中锋,乔林顿,7.07,0,0,3,1,4,纽卡斯尔,0,1,8,0
0,1,0,3,29,0,0,2,9,1,0,0,0,0,3,1,0,0,0,0,0,6,58644,90,0,0,68.42,19,0,329,中后卫,马丁·凯利,7.06,0,0,0,0,19,水晶宫,0,0,0,0
0,1,0,2,24,0,0,0,1,0,0,0,0,0,10,7,0,1,0,2,2,6,58645,90,1,0,91.18,68,0,1531,中后卫,纳坦·阿克,7.04,0,0,2,0,208,伯恩茅斯,0,3,1,0
1,2,0,1,22,0,0,0,1,3,3,0,0,0,10,6,4,2,0,1,1,3,58644,90,0,0,69.57,23,0,8200,左边锋,理查尔里森,7.04,0,0,3,0,14,埃弗顿,1,4,3,0
0,3,0,7,25,0,0,1,5,0,0,0,0,0,5,3,0,2,0,2,0,4,58649,90,0,0,83.33,36,0,6328,中后卫,拉塞尔斯,7.02,0,0,0,0,4,纽卡斯尔,0,2,0,0
0,0,0,1,30,0,0,2,0,6,1,1,0,0,16,10,1,1,0,4,0,4,58644,90,0,0,76.79,56,0,355,右后卫,科尔曼,7.02,0,0,1,1,14,埃弗顿,0,0,2,0
0,1,0,1,32,0,0,0,0,2,0,3,0,0,19,18,2,0,0,3,5,1,58650,90,0,0,84.44,45,0,786,右边锋,佩德罗,7.02,0,0,4,1,1,切尔西,0,1,2,0
0,1,0,2,29,0,0,0,3,0,0,0,0,0,2,2,0,0,0,4,0,4,58647,90,0,0,62.5,16,0,6387,中后卫,瑞恩·本内特,7.01,0,0,1,0,269,狼队,0,1,1,0
0,3,0,0,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,58647,90,0,0,86.36,22,0,243,门将,舒梅切尔,7.01,0,0,0,0,10,莱斯特城,0,0,0,0
0,0,0,0,29,0,0,0,1,0,0,0,0,0,4,3,1,0,1,1,2,1,58641,83,0,1,61.54,13,0,12419,中锋,泰穆·普基,7.01,0,0,3,1,209,诺维奇,0,1,2,0
2,0,0,1,29,0,1,0,0,6,2,1,0,0,26,22,2,3,0,0,4,1,58648,90,0,0,89.13,46,0,76,左后卫,丹尼·罗斯,7.0,0,0,0,0,3,热刺,0,2,0,0
5,2,0,0,22,0,0,0,0,15,2,2,0,0,27,21,2,2,0,0,2,3,58647,90,0,0,87.5,64,0,6399,前腰,詹姆斯·麦迪逊,7.0,0,0,4,0,10,莱斯特城,0,1,3,0
1,2,0,0,25,0,0,0,1,3,0,1,0,0,16,15,2,1,0,3,1,2,58650,90,1,0,94.55,55,0,5710,左后卫,埃莫森,7.0,0,0,4,3,1,切尔西,0,2,1,0
0,2,0,0,24,0,0,2,0,0,1,1,0,0,10,8,5,1,0,1,2,2,58648,90,0,0,90.91,33,0,6157,前腰,格雷利什,6.99,0,0,0,0,7,阿斯顿维拉,0,3,1,0
1,2,0,0,27,0,1,0,0,8,0,0,0,0,18,14,0,0,0,1,3,4,58648,26,0,0,79.17,24,0,67,前腰,埃里克森,6.99,0,0,3,1,3,热刺,1,0,0,0
0,5,0,4,31,0,0,0,5,0,0,0,0,0,2,1,0,0,0,0,0,7,58649,90,0,0,91.78,73,0,1809,中后卫,帕帕斯塔索普洛斯,6.98,0,0,0,0,12,阿森纳,0,0,0,0
0,3,0,0,28,0,0,0,2,2,3,1,0,0,14,9,2,0,0,1,1,6,58646,90,0,0,68.29,41,0,792,右后卫,蒙托亚,6.97,0,0,0,0,263,布莱顿,0,2,4,0
0,5,0,1,32,0,0,0,1,0,0,0,0,0,13,5,0,0,0,0,0,18,58644,90,0,0,45.83,24,0,923,门将,瓜伊塔,6.96,0,0,0,0,19,水晶宫,0,0,0,0
0,0,0,0,26,0,0,0,0,0,2,3,0,0,8,8,1,4,0,0,1,2,58650,86,0,0,88.46,26,0,6154,右边锋,林加德,6.96,0,0,0,0,2,曼联,0,0,0,1
0,3,0,2,26,0,0,0,2,0,0,0,0,0,24,19,2,1,0,0,2,8,58649,90,0,0,84.52,84,0,1634,后腰,扎卡,6.95,0,0,2,0,12,阿森纳,0,3,1,1
0,0,0,1,33,0,0,0,0,0,0,0,0,0,3,2,0,1,1,0,0,0,58645,8,0,0,66.67,3,0,394,中锋,比利·夏普,6.94,0,0,1,1,507,谢菲尔德联,0,0,1,0
0,1,0,0,30,1,0,0,0,5,2,3,0,0,27,22,2,3,0,0,1,2,58648,90,0,0,89.66,58,0,95,中场,穆萨·西索科,6.94,0,0,4,0,3,热刺,0,1,0,0
0,1,0,2,33,0,0,0,2,1,0,0,0,0,16,14,0,1,0,1,1,1,58649,90,0,0,96.15,78,0,299,左后卫,蒙雷亚尔,6.93,0,0,0,0,12,阿森纳,0,1,0,0
0,1,0,3,30,0,0,1,0,0,0,0,0,0,5,3,0,1,0,1,0,4,58643,90,0,0,63.89,36,0,390,后腰,杰克·科克,6.93,0,0,0,0,20,伯恩利,0,1,1,0
0,3,0,0,27,0,0,1,4,1,0,0,0,0,10,6,0,0,0,0,0,9,58649,90,1,0,79.55,44,0,93,左后卫,杜梅特,6.92,0,0,0,0,4,纽卡斯尔,0,6,0,0
1,4,0,0,19,0,0,1,0,2,1,3,0,0,15,11,1,1,0,0,2,4,58649,71,0,0,86.36,44,0,26285,右边锋,赖斯·尼尔森,6.92,0,0,0,0,12,阿森纳,0,0,2,1
0,1,0,0,33,0,0,0,0,1,3,2,0,0,30,22,0,1,0,0,2,1,58642,80,0,1,81.03,58,0,292,前腰,大卫·席尔瓦,6.9,0,0,1,0,11,曼城,2,1,2,0
0,2,0,0,25,0,0,1,0,2,0,0,1,0,5,4,0,0,0,3,0,3,58646,92,0,0,91.67,36,0,11011,左中场,所罗门·马奇,6.87,0,1,0,0,263,布莱顿,0,4,2,0
0,1,0,0,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,58641,39,0,0,81.82,11,0,5439,门将,阿利松,6.86,0,0,0,0,13,利物浦,0,0,0,0
0,2,0,5,25,0,0,1,2,0,0,0,0,0,12,5,2,0,0,2,0,10,58645,90,1,0,70.0,50,0,17830,中后卫,杰克·奥康奈尔,6.86,0,0,0,0,507,谢菲尔德联,0,1,2,0
0,5,0,2,29,0,0,0,4,0,0,0,0,0,5,3,0,1,0,3,0,6,58646,90,0,0,80.56,36,0,212,中后卫,克雷格·道森,6.85,0,0,2,1,207,沃特福德,0,3,0,0
0,0,0,0,24,0,0,0,1,3,1,1,0,0,8,4,0,1,0,2,0,1,58644,90,0,0,50.0,20,0,1578,前腰,马克斯·迈尔,6.83,0,0,3,1,19,水晶宫,0,3,0,1
0,1,0,0,28,0,0,0,0,6,1,2,0,0,12,6,2,1,0,0,1,3,58644,90,0,0,66.67,21,0,85,右边锋,汤森德,6.83,0,0,0,0,19,水晶宫,0,3,3,0
0,8,0,0,23,0,0,0,0,0,1,1,0,0,35,33,1,0,0,0,2,8,58648,64,0,0,96.34,82,0,10753,中场,温克斯,6.83,0,0,1,0,3,热刺,0,1,0,0
0,1,0,0,30,0,0,0,0,3,3,0,0,0,18,12,0,0,1,0,0,1,58649,90,0,3,66.67,27,0,1818,中锋,奥巴梅扬,6.83,0,0,4,2,12,阿森纳,1,0,3,0
0,0,0,0,31,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,58642,21,0,0,100.0,3,1,294,中锋,阿圭罗,6.82,0,0,1,1,11,曼城,0,0,0,0
2,0,0,0,20,0,0,0,1,7,0,1,0,0,17,12,0,1,0,0,4,2,58650,90,0,0,81.58,38,0,24823,前腰,梅森·芒特,6.81,0,0,2,2,1,切尔西,0,3,3,0
0,2,0,4,22,0,0,0,0,0,0,0,0,0,9,6,0,2,0,0,1,6,58641,90,1,0,83.33,54,0,6280,中后卫,乔·戈麦斯,6.81,0,0,0,0,13,利物浦,0,3,0,0
0,0,0,1,19,0,0,1,5,0,1,3,0,0,4,4,0,1,0,1,0,2,58641,90,0,0,75.0,24,0,51375,右后卫,马克斯·阿伦斯,6.8,0,0,0,0,209,诺维奇,0,3,3,0
0,1,0,1,21,0,0,0,0,0,0,1,0,0,10,9,1,0,0,1,1,1,58647,61,0,0,94.44,54,0,11279,后腰,哈姆扎·乔杜里,6.8,0,0,1,0,10,莱斯特城,0,1,1,0
0,2,0,0,25,0,0,0,0,0,0,5,0,0,24,21,4,0,0,0,2,4,58650,90,0,0,91.89,74,0,2452,中场,科瓦契奇,6.77,0,0,0,0,1,切尔西,0,1,1,0
0,0,0,5,27,0,0,0,0,0,0,3,0,0,11,4,1,1,0,0,1,1,58645,90,0,0,54.17,24,0,6429,影子前锋,约书亚·金,6.76,0,0,1,0,208,伯恩茅斯,0,0,3,0
0,3,0,2,26,0,0,0,5,0,0,0,0,0,2,0,0,1,0,0,0,7,58647,90,0,0,68.18,22,0,11125,中后卫,康诺·考迪,6.75,0,0,0,0,269,狼队,0,1,0,0
0,6,0,6,23,0,0,1,7,0,0,0,0,0,8,3,1,1,0,3,1,13,58643,90,2,0,71.11,45,0,24127,中后卫,贝德纳雷克,6.75,0,0,1,0,15,南安普顿,0,0,1,0
1,3,0,0,28,0,0,0,1,5,0,0,0,0,18,13,2,1,0,0,0,4,58646,90,0,0,76.32,38,0,7001,中场,格罗斯,6.75,0,0,0,0,263,布莱顿,0,2,2,0
0,1,0,3,25,0,0,2,6,0,0,1,0,0,1,1,0,0,0,1,0,3,58648,90,1,0,88.24,17,0,16299,中后卫,恩格斯,6.74,0,0,0,0,7,阿斯顿维拉,0,2,0,0
2,3,0,1,25,0,0,0,1,9,1,0,0,0,28,26,0,0,0,1,1,6,58641,90,0,0,91.43,70,0,459,左后卫,罗伯逊,6.7,0,0,2,0,13,利物浦,0,1,3,0
0,3,0,2,22,0,0,0,3,1,1,0,0,0,8,4,2,0,0,0,1,8,58647,81,0,0,72.22,36,0,3260,后腰,内维斯,6.7,0,0,0,0,269,狼队,0,3,0,1
